transaction_id,timestamp,sender_account,receiver_account,amount,currency,sender_country,receiver_country,transaction_type,channel
TXN0037160,2025-08-05 12:35:29,ACC100352,ACC102733,207.16,GBP,United Kingdom,United States,transfer,atm_withdrawal
TXN0055735,2025-05-27 00:58:45,ACC101492,ACC102251,256.34,GBP,Netherlands,France,withdrawal,wire_transfer
TXN0002363,08/05/2025 00:14,ACC102098,ACC100167,303.26,GBP,Canada,Canada,payment,card_payment
TXN0016188,2025-06-28 22:59:11,ACC102923,ACC102882,182.19,GBP,Australia,Germany,withdrawal,online_transfer
TXN0014115,2025-11-08 19:57:58,ACC100432,ACC100897,289.68,GBP,Australia,France,withdrawal,online_transfer
TXN0013538,2025-04-23 17:25:35,ACC101894,ACC102502,132.86,GBP,Australia,Ireland,payment,wire_transfer
TXN0038529,2025-06-21 01:08:20,ACC102623,ACC102004,135.06,GBP,Germany,Malta,withdrawal,mobile_app
TXN0051534,2025-12-27 16:59:52,ACC101469,ACC101552,185.23,GBP,France,Ireland,transfer,atm_withdrawal
TXN0041478,2025-10-18 13:05:47,ACC101535,ACC102558,607.34,GBP,Canada,Canada,transfer,mobile_app
TXN0041866,2025-09-27 23:23:51,ACC101406,ACC102715,1648.02,GBP,United States,Australia,deposit,card_payment
TXN0044640,2025-04-06 07:57:27,ACC100456,ACC102297,71.0,GBP,Canada,Germany,withdrawal,wire_transfer
TXN0017922,2025-09-09 19:26:49,ACC102471,ACC102157,62.21,GBP,Spain,Spain,transfer,atm_withdrawal
TXN0040350,2025-02-19 07:11:36,ACC100560,ACC101622,403.09,GBP,Cyprus,Cayman Islands,deposit,wire_transfer
TXN0057903,2025-06-14 01:19:00,ACC102923,ACC102172,893.12,GBP,Australia,Australia,payment,atm_withdrawal
TXN0025632,2025-09-11 21:04:38,ACC100556,ACC102827,87.05,GBP,Netherlands,Canada,withdrawal,card_payment
TXN0017593,11/03/2025 11:32,ACC102760,ACC101070,144.76,GBP,UK,Canada,deposit,card_payment
TXN0056484,2025-03-17 08:43:44,ACC102345,ACC101193,896.44,GBP,Australia,Ireland,transfer,mobile_app
TXN0020212,2025-03-18 14:06:12,ACC102402,ACC102444,124.46,GBP,Germany,Canada,payment,mobile_app
TXN0018528,22/10/2025 23:11,ACC101585,ACC101211,940.94,GBP,Spain,Cyprus,payment,card_payment
TXN0027745,2025-05-01 09:49:19,ACC100443,ACC101652,124.63,GBP,Australia,United Kingdom,payment,atm_withdrawal
TXN0026670,2025-11-12 11:34:21,ACC100076,ACC100197,132.75,GBP,USA,Netherlands,payment,card_payment
TXN0046238,2025-03-01 20:07:27,ACC101557,ACC101926,278.46,GBP,Ireland,Germany,deposit,card_payment
TXN0056107,2025-08-25 15:14:57,ACC100891,ACC100122,389.51,GBP,Spain,United States,deposit,online_transfer
TXN0018621,2025-07-22 03:10:12,ACC101623,ACC100175,93.3,GBP,France,Seychelles,withdrawal,atm_withdrawal
TXN0019155,2025-01-23 16:37:14,ACC101886,ACC102580,129.6,GBP,,Germany,deposit,
TXN0005175,2025-10-10 04:13:30,ACC101852,ACC102304,529.53,GBP,Canada,Ireland,withdrawal,online_transfer
TXN0042830,2025-12-11 09:21:29,ACC100534,ACC101485,617.82,GBP,France,Netherlands,payment,mobile_app
TXN0029445,2025-09-15 22:50:34,ACC101103,ACC101392,924.68,GBP,Germany,France,withdrawal,mobile_app
TXN0052156,2025-04-05 12:59:15,ACC100959,ACC102272,609.5,GBP,U.S.A.,Australia,deposit,mobile_app
TXN0021464,2025-08-21 11:23:47,ACC102012,ACC100315,1218.2,GBP,UK,Netherlands,deposit,mobile_app
TXN0028468,2025-06-27 05:09:14,ACC102694,ACC101724,157.2,GBP,Ireland,Ireland,withdrawal,card_payment
TXN0035145,2025-12-15 09:37:09,ACC101511,ACC100644,42.52,GBP,,Canada,transfer,
TXN0002231,2025-05-19 15:05:25,ACC102750,ACC101387,248.86,GBP,United kingdom,Canada,withdrawal,online_transfer
TXN0004466,2025-01-21 08:23:50,ACC102781,ACC102196,308.93,GBP,Australia,France,deposit,card_payment
TXN0026438,2025-10-27 05:53:56,ACC101292,ACC101668,62.68,GBP,Germany,Netherlands,payment,atm_withdrawal
TXN0032853,2025-10-24 15:20:47,ACC101950,ACC101380,124.61,GBP,Australia,Spain,payment,mobile_app
TXN0021813,2025-06-01 23:41:41,ACC101575,ACC102328,136.48,GBP,Canada,Spain,transfer,wire_transfer
TXN0038742,2025-03-11 03:48:45,ACC101178,ACC101580,105.62,GBP,Spain,Australia,transfer,wire_transfer
TXN0047824,2025-08-23 04:41:30,ACC100799,ACC101173,175.51,GBP,United States,Germany,payment,card_payment
TXN0050000,2025-06-28 18:53:35,ACC101663,ACC100216,92.9,GBP,Spain,Australia,payment,wire_transfer
TXN0007952,2025-04-30 15:19:40,ACC102091,ACC100699,383.39,GBP,Australia,France,withdrawal,wire_transfer
TXN0049687,2025-11-26 03:42:17,ACC101784,ACC101279,930.9,GBP,Ireland,Netherlands,withdrawal,mobile_app
TXN0046440,2025-08-24 15:23:13,ACC101048,ACC100326,720.18,GBP,United Kingdom,Ireland,withdrawal,online_transfer
TXN0056562,2025-03-19 05:34:44,ACC102225,ACC102318,2023.86,GBP,Ireland,Netherlands,withdrawal,card_payment
TXN0038766,2025-04-30 12:27:41,ACC100602,ACC101168,114.18,GBP,Malta,Canada,payment,card_payment
TXN0038151,2025-11-04 03:06:08,ACC100872,ACC102290,135.81,GBP,Germany,Australia,transfer,wire_transfer
TXN0001884,2025-09-29 01:43:21,ACC102598,ACC102250,997.96,GBP,Ireland,United States,withdrawal,wire_transfer
TXN0016841,2025-09-25 17:14:19,ACC100379,ACC100641,247.06,GBP,Cyprus,Spain,transfer,card_payment
TXN0000091,2025-09-17 05:07:31,ACC100856,ACC102019,515.06,GBP,Germany,United Kingdom,deposit,wire_transfer
TXN0019415,2025-10-21 09:28:41,ACC101339,ACC101634,728.55,GBP,Netherlands,Australia,payment,card_payment
TXN0033098,2025-11-17 07:06:18,ACC102434,ACC102412,107.99,GBP,Australia,France,withdrawal,online_transfer
TXN0046393,2025-05-30 15:38:27,ACC102999,ACC100962,84.89,GBP,Canada,Canada,transfer,mobile_app
TXN0032937,2025-11-10 13:47:59,ACC101379,ACC102450,48.13,GBP,Canada,Spain,deposit,atm_withdrawal
TXN0027893,2025-10-07 00:22:35,ACC101859,ACC100496,83.04,GBP,United States,France,transfer,wire_transfer
TXN0058908,2025-11-20 06:09:37,ACC102018,ACC101258,1235.44,GBP,France,Canada,withdrawal,mobile_app
TXN0006098,2025-02-22 22:40:09,ACC101731,ACC102917,53.61,GBP,Germany,Spain,withdrawal,atm_withdrawal
TXN0001344,2025-05-07 15:13:02,ACC100198,ACC102003,752.53,GBP,United Kingdom,Germany,deposit,online_transfer
TXN0000468,2025-07-20 20:50:12,ACC101725,ACC102076,271.86,GBP,United States,Spain,withdrawal,atm_withdrawal
TXN0054014,2025-02-05 13:25:24,ACC100190,ACC102981,461.82,GBP,France,Ireland,transfer,wire_transfer
TXN0018655,2025-03-31 11:44:22,ACC101101,ACC101912,56.1,GBP,United States,Australia,deposit,wire_transfer
TXN0052584,2025-01-24 21:54:45,ACC102228,ACC102756,177.42,GBP,Germany,United States,payment,online_transfer
TXN0024439,2025-03-15 12:42:14,ACC102004,ACC101018,69.12,GBP,Malta,Australia,withdrawal,online_transfer
TXN0038755,2025-03-15 00:11:39,ACC101349,ACC102698,226.73,GBP,France,France,withdrawal,mobile_app
TXN0051908,2025-02-12 10:00:46,ACC100418,ACC100829,1290.08,GBP,Canada,Germany,deposit,wire_transfer
TXN0006301,2025-06-19 18:37:50,ACC101493,ACC100545,425.49,GBP,Netherlands,United Kingdom,deposit,card_payment
TXN0045856,2025-06-15 12:54:57,ACC102290,ACC100945,209.6,GBP,Australia,Germany,deposit,card_payment
TXN0037515,2025-12-15 03:26:17,ACC102395,ACC101093,519.4,GBP,Netherlands,Australia,withdrawal,mobile_app
TXN0028888,2025-09-02 20:16:23,ACC102069,ACC102117,261.18,GBP,Australia,US,deposit,online_transfer
TXN0010568,2025-12-25 16:50:55,ACC100221,ACC102613,723.27,GBP,Spain,Ireland,payment,atm_withdrawal
TXN0048588,2025-08-19 16:08:04,ACC102151,ACC101150,125.84,GBP,Germany,Canada,withdrawal,online_transfer
TXN0004401,2025-12-29 22:08:07,ACC101690,ACC101341,46.25,GBP,France,united states,payment,atm_withdrawal
TXN0036977,2025-10-18 21:07:42,ACC100855,ACC102190,9.04,GBP,United States,Netherlands,payment,wire_transfer
TXN0050237,2025-02-10 09:14:32,ACC101735,ACC102636,133.44,GBP,United Kingdom,Ireland,withdrawal,card_payment
TXN0053448,2025-10-30 20:31:11,ACC101342,ACC101017,172.53,GBP,United Kingdom,Netherlands,transfer,atm_withdrawal
TXN0025422,2025-12-15 15:45:47,ACC101590,ACC100186,155.71,GBP,Ireland,United kingdom,withdrawal,wire_transfer
TXN0051594,2025-10-03 18:28:05,ACC100674,ACC101244,618.59,GBP,Spain,Netherlands,transfer,online_transfer
TXN0025283,25/02/2025 19:58,ACC101316,ACC101684,83.23,GBP,,Netherlands,payment,
TXN0008735,2025-01-05 21:32:11,ACC102333,ACC100137,273.31,GBP,Spain,Australia,transfer,wire_transfer
TXN0008374,2025-02-10 02:26:28,ACC101161,ACC101654,455.25,GBP,United States,Ireland,transfer,wire_transfer
TXN0027443,2025-12-02 05:27:04,ACC101419,ACC100492,345.9,GBP,Netherlands,Spain,payment,online_transfer
TXN0042127,2025-05-27 10:46:22,ACC100029,ACC102944,88.04,GBP,Spain,United Kingdom,withdrawal,atm_withdrawal
TXN0056686,2025-11-01 06:21:21,ACC101301,ACC102720,186.98,GBP,Germany,United Kingdom,transfer,wire_transfer
TXN0022128,2025-08-29 11:36:04,ACC102009,ACC101998,105.05,GBP,Germany,Ireland,withdrawal,card_payment
TXN0038129,2025-04-14 09:37:31,ACC100854,ACC100270,105.9,GBP,Spain,Canada,payment,wire_transfer
TXN0028056,2025-02-16 02:04:55,ACC101986,ACC101995,80.18,GBP,Australia,United Kingdom,deposit,online_transfer
TXN0014421,2025-06-03 07:01:20,ACC100052,ACC100780,866.41,GBP,United Kingdom,Ireland,transfer,wire_transfer
TXN0045438,2025-04-13 23:21:07,ACC100359,ACC102168,412.85,GBP,uk,France,deposit,card_payment
TXN0044177,2025-06-19 10:41:05,ACC101523,ACC101492,435.69,GBP,Australia,Netherlands,deposit,wire_transfer
TXN0002088,2025-02-14 23:07:15,ACC100767,ACC100573,173.91,GBP,Ireland,Germany,deposit,wire_transfer
TXN0057750,2025-07-21 02:54:29,ACC102130,ACC101376,72.74,GBP,Ireland,Ireland,deposit,atm_withdrawal
TXN0005887,2025-05-29 19:47:32,ACC100296,ACC100746,72.04,GBP,Germany,Ireland,withdrawal,wire_transfer
TXN0013484,2025-07-14 14:20:13,ACC102867,ACC102612,202.4,GBP,Spain,United States,payment,atm_withdrawal
TXN0007496,2025-06-09 03:53:00,ACC102816,ACC100373,28.61,GBP,France,United Kingdom,deposit,atm_withdrawal
TXN0008242,2025-09-17 00:31:11,ACC100153,ACC101257,515.58,GBP,Ireland,UK,transfer,wire_transfer
TXN0018216,2025-01-24 14:22:43,ACC102197,ACC100464,177.66,GBP,Ireland,United States,payment,wire_transfer
TXN0016178,2025-12-14 04:17:33,ACC101700,ACC101508,1510.51,GBP,Ireland,United Kingdom,deposit,wire_transfer
TXN0048970,2025-03-02 06:07:30,ACC102426,ACC100053,15.47,GBP,Ireland,France,deposit,online_transfer
TXN0016613,2025-08-01 03:56:41,ACC101692,ACC101315,224.84,GBP,Australia,France,withdrawal,card_payment
TXN0024614,2025-05-11 22:03:09,ACC102811,ACC101960,417.28,GBP,Australia,Germany,payment,atm_withdrawal
TXN0025904,2025-03-11 11:27:16,ACC102908,ACC102041,248.95,GBP,Canada,Canada,transfer,atm_withdrawal
TXN0007104,2025-08-04 09:00:57,ACC100805,ACC100318,116.59,GBP,United kingdom,United States,deposit,online_transfer
TXN0059710,2025-01-03 08:36:53,ACC101095,ACC100249,301.16,GBP,Australia,United States,deposit,online_transfer
TXN0059065,2025-07-25 22:57:39,ACC101383,ACC102601,91.01,GBP,Australia,Canada,transfer,wire_transfer
TXN0009051,2025-07-16 00:27:41,ACC100543,ACC101687,150.68,GBP,France,Spain,withdrawal,mobile_app
TXN0003547,2025-06-18 03:00:44,ACC100333,ACC101869,465.69,GBP,united states,Australia,transfer,atm_withdrawal
TXN0041061,2025-08-12 09:58:27,ACC101756,ACC100923,312.85,GBP,Canada,Germany,payment,mobile_app
TXN0043944,2025-01-19 11:42:54,ACC102232,ACC101375,124.62,GBP,United States,Netherlands,withdrawal,wire_transfer
TXN0031361,2025-01-04 20:26:55,ACC100803,ACC101448,135.82,GBP,France,France,payment,card_payment
TXN0030293,2025-11-21 00:01:49,ACC101478,ACC101200,22.02,GBP,United Kingdom,United kingdom,deposit,online_transfer
TXN0036590,2025-03-29 22:54:06,ACC102002,ACC100640,814.34,GBP,USA,Ireland,transfer,mobile_app
TXN0052186,2025-02-02 15:32:47,ACC100844,ACC102753,628.26,GBP,Canada,Canada,withdrawal,online_transfer
TXN0047396,2025-09-06 09:31:14,ACC102384,ACC102054,99.69,GBP,France,United States,payment,card_payment
TXN0058218,2025-06-06 16:11:30,ACC102092,ACC102837,110.1,GBP,United Kingdom,Germany,payment,wire_transfer
TXN0054548,2025-11-17 21:11:26,ACC101820,ACC102282,214.67,GBP,Germany,Malta,deposit,card_payment
TXN0013160,2025-02-15 08:58:07,ACC100207,ACC101635,1005.41,GBP,United States,France,payment,wire_transfer
TXN0003852,26/05/2025 19:16,ACC102163,ACC100107,1685.0,GBP,Spain,Australia,transfer,atm_withdrawal
TXN0048227,2025-11-04 03:51:31,ACC101072,ACC101007,-56.89,GBP,United States,United States,deposit,wire_transfer
TXN0031892,2025-08-18 04:06:51,ACC101407,ACC101049,55.31,GBP,Netherlands,Germany,deposit,card_payment
TXN0051328,2025-01-07 01:19:32,ACC100034,ACC101197,247.13,GBP,France,France,payment,card_payment
TXN0052321,2025-02-22 06:23:15,ACC102005,ACC101085,395.34,GBP,Netherlands,Netherlands,deposit,card_payment
TXN0040440,2025-06-30 18:41:30,ACC100125,ACC100220,113.74,GBP,Spain,Malta,withdrawal,wire_transfer
TXN0030142,2025-02-22 09:13:42,ACC100609,ACC102140,840.94,GBP,uk,Netherlands,withdrawal,atm_withdrawal
TXN0040383,2025-11-20 17:24:19,ACC101730,ACC102188,67.8,GBP,Australia,Ireland,deposit,wire_transfer
TXN0057995,2025-05-14 11:53:48,ACC100384,ACC102585,283.02,GBP,Ireland,United Kingdom,transfer,mobile_app
TXN0004010,2025-02-10 08:01:29,ACC100945,ACC100708,166.62,GBP,Germany,Spain,withdrawal,online_transfer
TXN0048666,2025-10-27 15:48:05,ACC102826,ACC100574,351.75,GBP,Germany,Netherlands,withdrawal,mobile_app
TXN0026615,2025-02-06 07:34:32,ACC100954,ACC101150,163.14,GBP,Germany,Canada,withdrawal,atm_withdrawal
TXN0012290,2025-06-06 03:14:52,ACC100033,ACC100595,679.39,GBP,United States,U.S.A.,payment,atm_withdrawal
TXN0048597,2025-03-24 17:15:24,ACC101500,ACC100524,70.03,GBP,United Kingdom,United States,payment,mobile_app
TXN0001992,2025-12-11 09:32:53,ACC102851,ACC102278,77.33,GBP,Spain,Cyprus,payment,wire_transfer
TXN0019197,2025-05-30 10:11:43,ACC101944,ACC100407,298.84,GBP,United States,Australia,transfer,wire_transfer
TXN0009097,2025-06-13 14:05:45,ACC102794,ACC102786,221.19,GBP,Germany,Germany,deposit,card_payment
TXN0014285,2025-04-23 14:04:02,ACC100676,ACC101680,270.18,GBP,united states,Canada,deposit,wire_transfer
TXN0013832,2025-06-04 19:50:10,ACC101621,ACC100841,62.97,GBP,France,Germany,payment,mobile_app
TXN0030627,2025-01-14 14:53:00,ACC100597,ACC101643,227.93,GBP,Australia,France,withdrawal,card_payment
TXN0055038,2025-02-20 09:59:43,ACC101209,ACC102224,154.15,GBP,United Kingdom,Ireland,deposit,mobile_app
TXN0027991,2025-03-04 00:51:50,ACC102525,ACC102964,208.04,GBP,France,Germany,withdrawal,card_payment
TXN0030247,2025-10-02 05:26:46,ACC102510,ACC101188,510.1,GBP,United Kingdom,Netherlands,transfer,card_payment
TXN0017520,2025-11-16 02:37:55,ACC101205,ACC102121,560.98,GBP,Ireland,Ireland,payment,online_transfer
TXN0003721,2025-12-22 11:19:09,ACC102686,ACC100309,552.52,GBP,France,Germany,deposit,online_transfer
TXN0017807,2025-02-17 08:22:12,ACC102426,ACC100450,45.89,GBP,Ireland,Australia,payment,online_transfer
TXN0044001,17/11/2025 18:00,ACC101117,ACC102556,554.14,GBP,Ireland,Canada,payment,atm_withdrawal
TXN0058578,2025-12-21 21:20:01,ACC100361,ACC102233,50.76,GBP,Australia,UK,transfer,card_payment
TXN0052377,2025-11-10 00:54:11,ACC100043,ACC101203,201.42,GBP,Spain,Australia,withdrawal,mobile_app
TXN0047373,2025-07-12 22:15:08,ACC102096,ACC101433,318.97,GBP,United States,Canada,withdrawal,card_payment
TXN0038198,2025-12-29 21:52:45,ACC100424,ACC102954,89.88,GBP,Germany,France,payment,atm_withdrawal
TXN0007238,2025-09-25 01:49:22,ACC102821,ACC100926,288.89,GBP,United Kingdom,France,withdrawal,wire_transfer
TXN0015917,2025-09-11 17:52:28,ACC100563,ACC101134,547.68,GBP,France,Spain,transfer,card_payment
TXN0042525,2025-02-13 01:33:03,ACC101508,ACC102787,227.95,GBP,United Kingdom,United States,payment,wire_transfer
TXN0020277,2025-11-14 11:10:07,ACC102748,ACC102402,446.6,GBP,Netherlands,Germany,deposit,card_payment
TXN0024663,2025-03-14 12:55:04,ACC102151,ACC100299,455.99,GBP,Germany,France,transfer,online_transfer
TXN0010069,2025-10-19 00:18:09,ACC100202,ACC101557,117.9,GBP,Australia,Ireland,withdrawal,atm_withdrawal
TXN0005642,2025-06-19 18:22:10,ACC100495,ACC102930,364.29,GBP,Cayman Islands,USA,withdrawal,wire_transfer
TXN0002743,05/03/2025 16:13,ACC102909,ACC101037,125.92,GBP,Canada,Canada,transfer,card_payment
TXN0042558,2025-05-11 12:54:33,ACC102158,ACC102625,490.21,GBP,Netherlands,United States,withdrawal,wire_transfer
TXN0035410,2025-02-06 13:26:40,ACC101004,ACC101193,1808.22,GBP,France,Ireland,transfer,mobile_app
TXN0045728,2025-07-21 06:25:48,ACC102903,ACC100278,26.65,GBP,Germany,Netherlands,deposit,card_payment
TXN0018555,2025-12-06 04:18:17,ACC100454,ACC100410,80.53,GBP,United States,Germany,deposit,mobile_app
TXN0040017,2025-01-10 05:15:22,ACC100872,ACC100092,127.43,GBP,Germany,Germany,deposit,mobile_app
TXN0028139,2025-03-23 17:39:13,ACC100780,ACC100157,166.62,GBP,Ireland,Spain,deposit,wire_transfer
TXN0056632,2025-02-16 02:15:35,ACC101989,ACC101621,1194.99,GBP,Spain,France,payment,mobile_app
TXN0024280,2025-06-29 18:32:41,ACC100050,ACC102755,186.18,GBP,Spain,Germany,transfer,online_transfer
TXN0050392,2025-07-14 11:20:15,ACC101533,ACC100637,210.98,GBP,France,United States,withdrawal,card_payment
TXN0039223,2025-08-10 08:45:20,ACC100378,ACC102419,129.49,GBP,Seychelles,Netherlands,transfer,online_transfer
TXN0056840,2025-07-23 17:31:00,ACC102471,ACC102483,313.88,GBP,Spain,United States,transfer,mobile_app
TXN0020766,02/06/2025 14:11,ACC102277,ACC100874,97.99,GBP,Spain,Germany,transfer,card_payment
TXN0049263,2025-10-05 10:54:58,ACC101668,ACC101947,212.2,GBP,Netherlands,France,deposit,wire_transfer
TXN0003772,2025-12-15 02:00:50,ACC100507,ACC102573,80.98,GBP,US,United Kingdom,withdrawal,card_payment
TXN0042086,2025-11-04 21:02:28,ACC102933,ACC100007,23.25,GBP,US,Germany,transfer,online_transfer
TXN0051292,2025-09-13 20:01:57,ACC100803,ACC100792,228.96,GBP,France,United States,payment,mobile_app
TXN0043836,2025-08-09 04:49:33,ACC102894,ACC101108,594.41,GBP,Germany,France,payment,mobile_app
TXN0055231,05/09/2025 22:15,ACC100629,ACC100408,24.72,GBP,Netherlands,United States,payment,atm_withdrawal
TXN0018896,2025-05-21 16:45:27,ACC100131,ACC100297,515.54,GBP,Canada,Spain,payment,wire_transfer
TXN0027316,2025-01-29 06:42:00,ACC101799,ACC102467,45.3,GBP,France,Germany,transfer,atm_withdrawal
TXN0051767,2025-07-14 00:07:53,ACC101303,ACC102213,195.42,GBP,Netherlands,Ireland,payment,atm_withdrawal
TXN0050925,2025-07-02 10:30:58,ACC101030,ACC100659,645.3,GBP,Canada,United Kingdom,transfer,mobile_app
TXN0047294,2025-07-17 23:19:41,ACC101215,ACC100005,862.82,GBP,Germany,Germany,transfer,card_payment
TXN0013084,2025-11-21 02:27:20,ACC101659,ACC102785,343.1,GBP,Canada,Netherlands,payment,online_transfer
TXN0012923,04/12/2025 00:21,ACC102291,ACC102947,364.51,GBP,United States,Canada,payment,card_payment
TXN0048712,2025-09-11 01:22:03,ACC100497,ACC101196,1195.7,GBP,Germany,France,transfer,mobile_app
TXN0054203,2025-08-08 14:23:58,ACC101039,ACC101317,1094.35,GBP,Germany,Spain,deposit,card_payment
TXN0044186,2025-02-22 17:51:36,ACC102366,ACC102402,197.39,GBP,Ireland,Germany,withdrawal,wire_transfer
TXN0052707,2025-06-23 12:13:11,ACC100108,ACC102568,354.82,GBP,United Kingdom,United States,payment,wire_transfer
TXN0002845,2025-03-07 16:59:39,ACC101064,ACC101026,620.29,GBP,Spain,United kingdom,transfer,wire_transfer
TXN0005129,2025-06-15 14:07:15,ACC100416,ACC100376,72.79,GBP,Netherlands,Germany,withdrawal,wire_transfer
TXN0026839,2025-10-27 21:47:23,ACC101957,ACC101260,233.12,GBP,France,United Kingdom,withdrawal,online_transfer
TXN0044086,2025-06-25 10:17:00,ACC102418,ACC101027,24.64,GBP,Ireland,Australia,transfer,atm_withdrawal
TXN0042350,2025-07-01 05:56:43,ACC102672,ACC102285,405.44,GBP,United States,uk,transfer,mobile_app
TXN0034446,2025-08-22 11:35:44,ACC101150,ACC100646,310.22,GBP,Canada,Netherlands,transfer,card_payment
TXN0017979,2025-04-11 01:13:36,ACC100654,ACC102615,36.8,GBP,United States,France,deposit,
TXN0015320,2025-04-22 16:08:28,ACC102957,ACC101968,231.91,GBP,United Kingdom,Spain,withdrawal,card_payment
TXN0042085,2025-05-18 17:56:22,ACC100691,ACC101913,407.33,GBP,Australia,Ireland,transfer,mobile_app
TXN0005144,2025-05-11 06:59:34,ACC102382,ACC101781,1422.49,GBP,United States,United States,withdrawal,wire_transfer
TXN0041647,25/09/2025 16:31,ACC101333,ACC100125,1086.42,GBP,Panama,Spain,transfer,atm_withdrawal
TXN0028120,2025-09-02 05:25:11,ACC101460,ACC102386,249.46,GBP,Netherlands,Spain,deposit,card_payment
TXN0000979,2025-12-28 12:40:58,ACC102256,ACC100359,787.51,GBP,Netherlands,United Kingdom,withdrawal,atm_withdrawal
TXN0054975,2025-08-06 22:32:15,ACC100094,ACC101766,212.62,GBP,Ireland,United Kingdom,transfer,atm_withdrawal
TXN0011494,2025-07-25 21:09:59,ACC100843,ACC100374,164.72,GBP,Netherlands,Ireland,deposit,wire_transfer
TXN0006282,2025-01-16 13:28:39,ACC101604,ACC100311,41.08,GBP,Ireland,France,payment,mobile_app
TXN0014931,2025-12-20 11:44:52,ACC101185,ACC100991,263.74,GBP,Canada,France,payment,atm_withdrawal
TXN0059980,2025-04-24 01:28:11,ACC102566,ACC102224,190.23,GBP,Canada,Ireland,deposit,mobile_app
TXN0002297,2025-03-29 06:31:10,ACC100741,ACC100729,1129.34,GBP,Australia,Canada,deposit,wire_transfer
TXN0032928,2025-10-23 16:47:31,ACC101673,ACC102727,638.76,GBP,Ireland,France,payment,online_transfer
TXN0026712,2025-02-22 14:59:31,ACC101007,ACC101241,121.87,GBP,United States,Ireland,withdrawal,mobile_app
TXN0059567,2025-10-12 01:39:58,ACC102062,ACC102946,414.48,GBP,Australia,Spain,deposit,online_transfer
TXN0035288,2025-06-24 08:27:48,ACC102007,ACC101957,60.56,GBP,Germany,France,transfer,atm_withdrawal
TXN0018457,2025-07-14 03:51:10,ACC102187,ACC100047,140.25,GBP,US,France,deposit,wire_transfer
TXN0059494,2025-12-30 14:33:01,ACC102903,ACC101217,959.5,GBP,Germany,United Kingdom,withdrawal,card_payment
TXN0001440,2025-02-05 00:29:40,ACC101172,ACC100194,12.78,GBP,Netherlands,Canada,payment,online_transfer
TXN0029306,2025-04-21 19:57:29,ACC102502,ACC102300,330.1,GBP,Ireland,US,transfer,card_payment
TXN0042787,2025-06-24 08:09:28,ACC102729,ACC101572,452.64,GBP,Australia,Canada,withdrawal,wire_transfer
TXN0055942,2025-06-16 13:16:18,ACC101525,ACC102690,113.74,GBP,United Kingdom,Netherlands,transfer,atm_withdrawal
TXN0056508,2025-06-14 22:17:33,ACC102524,ACC101591,197.98,GBP,Spain,United Kingdom,transfer,online_transfer
TXN0024607,2025-04-01 18:44:51,ACC100667,ACC102016,168.32,GBP,Australia,Germany,payment,card_payment
TXN0049628,2025-07-20 06:45:16,ACC101381,ACC102458,102.38,GBP,Netherlands,Canada,deposit,card_payment
TXN0031960,19/05/2025 11:41,ACC101493,ACC100430,337.11,GBP,Netherlands,Cyprus,deposit,mobile_app
TXN0033176,2025-01-02 14:13:08,ACC102435,ACC101225,1043.64,GBP,Germany,Cyprus,payment,atm_withdrawal
TXN0025751,2025-08-23 03:36:40,ACC100497,ACC100465,141.35,GBP,Germany,France,withdrawal,atm_withdrawal
TXN0004756,2025-08-28 04:19:10,ACC101750,ACC101149,637.13,GBP,Australia,Germany,deposit,online_transfer
TXN0039813,2025-07-22 18:19:48,ACC100165,ACC102178,143.64,GBP,Spain,France,withdrawal,mobile_app
TXN0013104,2025-09-06 09:19:21,ACC102489,ACC100573,713.45,GBP,France,Germany,deposit,online_transfer
TXN0015845,2025-04-13 11:41:38,ACC100354,ACC100496,286.87,GBP,Ireland,France,withdrawal,wire_transfer
TXN0045545,2025-10-21 16:06:27,ACC102863,ACC102812,74.56,GBP,United States,Malta,payment,atm_withdrawal
TXN0037683,2025-09-03 23:04:58,ACC101575,ACC102403,4828.87,GBP,Canada,Australia,payment,card_payment
TXN0026480,2025-03-06 11:44:39,ACC101646,ACC100495,107.21,GBP,UK,Cayman Islands,deposit,mobile_app
TXN0003074,2025-04-17 00:43:26,ACC100432,ACC102232,653.63,GBP,Australia,United States,deposit,card_payment
TXN0001078,2025-04-29 12:20:04,ACC102377,ACC100163,41.82,GBP,,France,transfer,
TXN0018963,2025-01-04 16:25:39,ACC102222,ACC101938,167.2,GBP,Netherlands,United States,withdrawal,card_payment
TXN0046494,2025-06-15 23:25:16,ACC100982,ACC102442,74.68,GBP,Canada,Canada,withdrawal,atm_withdrawal
TXN0026640,2025-11-16 23:55:44,ACC102166,ACC102489,883.06,GBP,United Kingdom,France,withdrawal,atm_withdrawal
TXN0051480,2025-07-31 14:55:30,ACC102758,ACC102646,369.28,GBP,Spain,Ireland,deposit,wire_transfer
TXN0005665,2025-08-20 12:39:55,ACC101326,ACC100772,260.6,GBP,Cyprus,Canada,payment,wire_transfer
TXN0002989,2025-03-14 03:12:02,ACC102572,ACC100124,197.26,GBP,U.K.,Netherlands,deposit,card_payment
TXN0054309,2025-06-13 21:58:43,ACC102155,ACC100738,127.81,GBP,Germany,Ireland,deposit,card_payment
TXN0011031,2025-05-24 07:50:42,ACC102738,ACC101916,204.44,GBP,France,Germany,deposit,card_payment
TXN0018372,2025-07-23 21:44:23,ACC101439,ACC101086,1365.73,GBP,Canada,US,withdrawal,online_transfer
